"REF_DATE","GEO","DGUID","Age of mother","Marital status of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401392","1.5.5.2","1.0","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401393","1.5.6.1","417","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401394","1.5.6.2","0.4","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401395","1.5.7.1","8801","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 25 to 29 years","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401396","1.5.7.2","8.7","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401397","1.6.1.1","96353","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401398","1.6.1.2","100.0","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401399","1.6.2.1","14128","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401400","1.6.2.2","14.7","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401401","1.6.3.1","71887","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401402","1.6.3.2","74.6","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, widowed","Number of live births","Number","223","units","0","v21401403","1.6.4.1","91","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401404","1.6.4.2","0.1","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401405","1.6.5.1","1520","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401406","1.6.5.2","1.6","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401407","1.6.6.1","368","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401408","1.6.6.2","0.4","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401409","1.6.7.1","8359","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 30 to 34 years","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401410","1.6.7.2","8.7","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401411","1.7.1.1","45393","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401412","1.7.1.2","100.0","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401413","1.7.2.1","5972","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401414","1.7.2.2","13.2","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401415","1.7.3.1","33216","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401416","1.7.3.2","73.2","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, widowed","Number of live births","Number","223","units","0","v21401417","1.7.4.1","75","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, widowed","Percentage of live births","Percentage","242","units","0","v21401418","1.7.4.2","0.2","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, divorced","Number of live births","Number","223","units","0","v21401419","1.7.5.1","1302","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, divorced","Percentage of live births","Percentage","242","units","0","v21401420","1.7.5.2","2.9","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, separated","Number of live births","Number","223","units","0","v21401421","1.7.6.1","239","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, separated","Percentage of live births","Percentage","242","units","0","v21401422","1.7.6.2","0.5","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, not stated","Number of live births","Number","223","units","0","v21401423","1.7.7.1","4589","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 35 to 39 years","Marital status of mother, not stated","Percentage of live births","Percentage","242","units","0","v21401424","1.7.7.2","10.1","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Total, marital status of mother","Number of live births","Number","223","units","0","v21401425","1.8.1.1","7643","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Total, marital status of mother","Percentage of live births","Percentage","242","units","0","v21401426","1.8.1.2","100.0","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, single (never married)","Number of live births","Number","223","units","0","v21401427","1.8.2.1","1020","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, single (never married)","Percentage of live births","Percentage","242","units","0","v21401428","1.8.2.2","13.3","","","","1"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, married","Number of live births","Number","223","units","0","v21401429","1.8.3.1","5292","","","","0"
"2000","Canada, place of residence of mother","2016A000011124","Age of mother, 40 to 44 years","Marital status of mother, married","Percentage of live births","Percentage","242","units","0","v21401430","1.8.3.2","69.2","","","","1"
